
:Author: crane
:Email: crane@crane-pc
:Date: 2017-10-18 19:18

:from http://vim-scripts.org/vim/scripts.html

Type	Name	Description
utility	trailing-whitespace	Highlights trailing whitespace in red and offers:FixWhitespace
utility	vim-addon-ocaml	collected ocaml scripts - some completion - annotations
utility	undofile.vim	persistent undo: enable 'undofile' for certain files only
utility	current-func-info.vim	Get current function name
utility	gedim	Auto-size Graphical EDitor DIMensions on open.
utility	Starting-.vimrc	Simple .vimrc to get up and running
utility	ovim	open files in running gvim from a terminal
utility	v4daemon	Send vim buffer lines to your background daemon (i.e. netcat)
utility	DokuVimKi	Allows to edit DokuWiki pages via XMLRPC
utility	yamlvim	YAML dumper/emitter in pure vimscript
utility	vimoop	Adds some features of Python OOP model to vim.
utility	vimcompcrtr	Script that makes creating completion functions much easier.
utility	vimargumentchec	Library that helps to check function and command arguments.
utility	vimstuff	Some useful vim functions
utility	jsonvim	Library that makes vim able to safely load JSON files
utility	vimpluginloader	Plugin that helps to create complicated vim scripts
utility	Shapley-Values	This scripts computes Some Shapley values for Gmes with Externalities
utility	typeredeemer	Simple font-size unit conversion for your CSS stylesheets
utility	JsLint-Helper	a javascript code validator
utility	SyntaxComplete	OMNI Completion based on the current syntax highlights
utility	regbuf.vim	Handy :registers buffer
utility	toggle_mouse	Toggles the mouse focus on or off.
utility	obviously-insert	Makes it REALLY obvious if you are in insert mode.
utility	pythondo	Add
utility	endline	Easily add filetype-specific line-endings.
utility	tabops	A collection of miscellaneous functionalities operating tabs.
utility	gitview	browse changed git files within vim
utility	vorax	An Oracle IDE for Geeks.
utility	pytestator	simple script to simplify the use of unit test in python
utility	session.vim	Extended session management for Vim
utility	Smooth-Center	Smoothly centres display when you press Esc like zz, zt and zb
utility	reload.vim	Automatic reloading of Vim scripts ((file-type) plug-ins, auto-load/syntax/inden
utility	quickrun.vim	Run a command and show its result quickly.
utility	zetavim	Plugin to ftdetect, syntax highlight ZWiki-zeta markup. Interface with Zeta site
utility	hgrev	Display Mercurial revision info in the Vim statusline.
utility	vim-haxe	haxe language support
utility	vim-snipplr	frontend for http://www.snipplr.com/
utility	ez_scroll	Scroll a window using right click+drag
utility	Vim-Script-Updater	Automatically update vim scripts
utility	rvm.vim	RVM Integration
utility	open-browser.vim	Open URI with your favorite browser from your favorite editor
utility	CountJump	Create custom motions and text objects via repeated jumps.
utility	Search-in-Addressbook	Complete email addresses from an external addressbook
utility	xpcomplete	Completion for the XP-Framework (php)
utility	vim-addon-sbt	run sbt (simple build tool) within vim using python background process
utility	shell.vim	Improved integration between Vim and its environment (fullscreen, open URL, etc)
utility	PySuite	A collection of python vim scripts
utility	django_templates.vim	Macros and menus for django templates
utility	grails-vim	Easy file navigation and testing of Grails projects
utility	skk.vim	Japanese SKK
utility	SingleCompile	Make it more convenient to compile or run a single source file.
utility	easytags.vim	Automated tag file generation and syntax highlighting of tags in Vim
utility	formatvim	Convert current file to colored HTML, BBCode or whatever
utility	RemoveFile.vim	Remove a file from the disk
utility	GUI-Box	Color scheme and font menu window
utility	writebackupToAdjacentDir	Backup to an adjacent backup directory.
utility	pyref.vim	Context-sensitive documentation for Python source code
utility	vplinst	[yet another] Vim Plugin Installer
utility	Tumble	A plugin to post to the tumblr.vim microblogging service
utility	mflrename	Multiple file rename
utility	PNote	Power Notes
utility	yaifa.vim	Yet Another Indent Finder, Almost...
utility	cvsdiff.vim	visual 'cvs diff -r version' utility for vim diffsplit
utility	autocomp.vim	Auto-complete VIM script tailored for those with RSI
utility	Sessions	Vim-Sessions is an automatic session generator, per project basis
utility	GetFile	Select and Open a File by typing part of its path.
utility	OutlookVim	Use Vim to edit the body of an email from Microsoft Outlook
utility	qiushibaike	在Vim上看糗事百科
utility	tagmaster	Tags manipulation script
utility	NrrwRgn	A Narrow Region Plugin similar to Emacs
utility	self.vim	Vim Self Object Prototype System
utility	reimin	Add an #include without jumping
utility	ShowMultiBase	Display a number in binary, octal, decimal and hexadecimal formats
utility	recover.vim	Show differences for recovered files
utility	ref.vim	Integrated reference viewer.
utility	repeater.vim	Repeat an item {n} times
utility	VxLib	Some utility functions packed in a library
utility	Manuals	An extensible help system
utility	lastpos.vim	Last position jump improved for Easy Vim
utility	vimsizer	A vim global plugin that allows for quick window sizing
utility	translit3	Plugin used for text transliteration
utility	Maynard	An RPN calculator in an input() prompt
utility	changesPlugin	indicate changes of a buffer
utility	vimform	Simple text-based forms for vim
utility	smartmove.vim	Some useful keymappings for movement
utility	acomment	智能注释插件
utility	vicom	Intelligent Line Commenter for the most popular programs [LINUX ONLY]
utility	scalacommenter.vim	Functions for documenting Scala-code
utility	operator-camelize	snake_case -> SnakeCase, CamelCase -> camel_case
utility	cmakeref	CMake reference in vimhelp format with a python script to regenerate it
utility	RST-Tables	Allows to create and edit restructuredText tables easily
utility	cmd.vim	Execute shell(or Windows cmd) command in Vim and echo output in Vim
utility	vimgdb	Emacs like gdb interface to cterm vim
utility	vim-indent-object	Text Objects based on Indentation Level
utility	Vim-Title-Formatter	Formats the gvim instance titlebar string for efficiency
utility	motpat.vim	create motion mappings defined by a pattern
utility	rename.vim	rename variables and files in your code
utility	PickAColor.vim	Inserts and edits color codes using a color name or a graphic color chooser.
utility	Command-T	Fast file navigation for VIM
utility	tslime.vim	Send text from vim to a running tmux session
utility	Bookmarking	A bookmaking facility for Vim for marking points of interest.
utility	Find-files	Easy find & open using find application.
utility	EasyOpts	Help other scripts in the option management
utility	vim-addon-completion	select and cycle completion function
utility	Cppcheck-compiler	Compiler definition for cppcheck
utility	ColorX	A script that lets you insert hex color codes by using OS X's color picker
utility	tcommand	Select and execute a command or menu item from a list
utility	vspec	Testing framework for Vim script
utility	treemenu.vim	customizable treemenu plugin
utility	CSSMinister	Converts colors in CSS stylesheets from one format to another
utility	simplecommenter	simple commenter
utility	vxfold.vim	Fold cycling similar to emacs org-mode (using TAB key)
utility	tag_in_new_tab	Open tag in new tab.
utility	BackgroundColor.vim	Define a background color for your vim
utility	utlx_interwiki.vim	A scheme that adds interwiki linking to the script UTL
utility	TranslateEnToCn	translate english to chinese in vim
utility	colorselector	provide an emacs-like colorscheme selector buffer.
utility	ywtxt	Ease vim to write plain documents.
utility	SaveSigns	Save and Restore your Signs
utility	stickykey	You don't need press very far away meta keys
utility	pummode	Select completion menu with j and k.
utility	loadtags	Load the correct set of tags for the file you're editing
utility	AddCppClass	this plugin is to help you add a c++ class conveniently
utility	jumphl.vim	Highlight cursor line after cursor jump
utility	ZenCoding.vim	vim plugins for HTML and CSS hi-speed coding.
utility	php-doc-upgrade	2005 php-doc plugin w/ added bonuses
utility	Parameter-Text-Objects	Defines parameter text objects
utility	blowfish.vim	blowfish function
utility	fugitive.vim	A Git wrapper so awesome, it should be illegal
utility	cucumber.zip	Cucumber runtime files
utility	hmac.vim	hmac() function
utility	sha1.vim	sha1() function
utility	ISBN-10-to-EAN-13-converter	Convert ISBNs to EAN-13s
utility	SyntaxMotion.vim	Cursor motion & visual selection by syntax highlighting group
utility	line-number-yank	yank lines with line number
utility	liftweb.vim	A plugin for vim to ease navigation for projects that use the Lift framework.
utility	bisect	Navigation via bisection
utility	load_template	Loading templates as html,makefile,class ... and you can make template yourself!
utility	hypergit.vim	an awesome git plugin for vim.
utility	The-Max-Impact-Experiment	A playground to see how much we can do with pithy code
utility	GoogleSuggest-Complete	complete function using google suggest API. perhaps, you should input japanese w
utility	AGTD	Almighty GTD File for Vim
utility	visualstar.vim	star(*) for Visual-mode.
utility	vim-addon-mw-utils	some utilities I wrote
utility	Multi-Replace	Perfom non-cumulative multi-replace
utility	hexHighlight.vim	Plugin to highlight hex codes in gvim.
utility	bzr-commit	Commit bazaar using splited view (diff, status and commit comment)
utility	vim-addon-actions	keep list of actions you can bind to shortcuts easily on demand
utility	vim-addon-fcsh	run adobe fcsh Flex compiler shell in background decreasing compilation times
utility	histwin.vim	Browse the undo tree
utility	fontzoom.vim	The fontsize controller in gVim.
utility	mark_tools	Toggle and navigate marks
utility	Vimrc-Version-Numbering	automatic vimrc version numbering
utility	Dictionary-List-Replacements	==SUPERSEDED BY MULTI-REPLACE==
utility	SnippetComplete	Insert mode completion that completes defined abbreviations and other snippets.
utility	tocterm	Utitliy to add cterm support to color schemes without the GUIColorSchemes plugin
utility	std.vim	standard util vim functions
utility	FirstEffectiveLine.vim	Go to the first effective(non-comment) line of the file
utility	Mercury-compiler-support	Ftplugin, syntax and supplemental plugin for Mercury compiler
utility	Preamble	Automatically folds long licensing and copyright preambles that head sources.
utility	SpitVspit	Powerful multiple files splitting.
utility	tplugin	A plugin loader/runtimepath manager with autoload capabilities
utility	extended-help	Simple plugin to open and close help without leaving current window
utility	pep8	Check your python source files with PEP8
utility	restart.vim	Restart your gVim
utility	Flex-Development-Support	Flex development support, ftplugin, indent, syntax, code completion, ...
utility	Enhanced-Ex	Improve your efficiency in ex-mode
utility	hlint	Compiler definition for the hlint (haskell checker) tool
